OBJECTID,STATE,NAME,LAT,LON,Date01Start,Date50Start,Date100Start,Dat50End,Date01End,Duration,x,y
1730,NY,Tonawanda Town,42.985114,-78.875755,4/9/24 0:13,4/8/24 17:48,4/8/24 18:18,4/8/24 18:22,4/8/24 18:51,210,-78.875755,42.985114
1731,NY,Town Line,42.887821,-78.564936,4/9/24 0:13,4/8/24 17:49,4/8/24 18:18,4/8/24 18:22,4/8/24 18:51,210,-78.564936,42.887821
1732,NY,Tupper Lake,44.229821,-74.461853,4/9/24 0:13,4/8/24 17:55,4/8/24 18:24,4/8/24 18:27,4/8/24 18:56,210,-74.461853,44.229821
1733,NY,Turin,43.629311,-75.410634,4/9/24 0:13,4/8/24 17:53,4/8/24 18:23,4/8/24 18:26,4/8/24 18:55,180,-75.410634,43.629311
1734,NY,Tuscarora,42.634502,-77.869416,4/9/24 0:13,4/8/24 17:49,4/8/24 18:20,4/8/24 18:22,4/8/24 18:52,150,-77.869416,42.634502
1735,NY,Wayland,42.562845,-77.595873,4/9/24 0:13,4/8/24 17:50,4/8/24 18:20,4/8/24 18:22,4/8/24 18:52,90,-77.595873,42.562845
1736,NY,Webster,43.216387,-77.4219,4/9/24 0:13,4/8/24 17:50,4/8/24 18:20,4/8/24 18:24,4/8/24 18:53,210,-77.4219,43.216387
1737,NY,Port Gibson,43.033395,-77.155197,4/9/24 0:13,4/8/24 17:51,4/8/24 18:20,4/8/24 18:24,4/8/24 18:53,180,-77.155197,43.033395
1738,NY,Port Henry,44.045377,-73.461265,4/9/24 0:13,4/8/24 17:56,4/8/24 18:26,4/8/24 18:28,4/8/24 18:57,120,-73.461265,44.045377
1739,NY,Websters Crossing,42.666093,-77.636792,4/9/24 0:13,4/8/24 17:50,4/8/24 18:20,4/8/24 18:23,4/8/24 18:52,150,-77.636792,42.666093
1740,NY,Weedsport,43.048124,-76.563607,4/9/24 0:13,4/8/24 17:51,4/8/24 18:21,4/8/24 18:24,4/8/24 18:54,120,-76.563607,43.048124
1741,NY,Port Leyden,43.584673,-75.340001,4/9/24 0:13,4/8/24 17:53,4/8/24 18:23,4/8/24 18:26,4/8/24 18:55,150,-75.340001,43.584673
1742,NY,West Carthage,43.973623,-75.621561,4/9/24 0:13,4/8/24 17:53,4/8/24 18:22,4/8/24 18:26,4/8/24 18:55,210,-75.621561,43.973623
1743,NY,Potsdam,44.670831,-74.983463,4/9/24 0:13,4/8/24 17:54,4/8/24 18:24,4/8/24 18:27,4/8/24 18:56,180,-74.983463,44.670831
1744,NY,West Chazy,44.817845,-73.511729,4/9/24 0:13,4/8/24 17:56,4/8/24 18:25,4/8/24 18:29,4/8/24 18:57,210,-73.511729,44.817845
1745,NY,Westernville,43.305438,-75.385492,4/9/24 0:13,4/8/24 17:53,4/8/24 18:24,4/8/24 18:25,4/8/24 18:55,60,-75.385492,43.305438
1746,NY,Westfield,42.321826,-79.574765,4/9/24 0:13,4/8/24 17:47,4/8/24 18:17,4/8/24 18:20,4/8/24 18:50,210,-79.574765,42.321826
1747,NY,Pulaski,43.565504,-76.126035,4/9/24 0:13,4/8/24 17:52,4/8/24 18:22,4/8/24 18:25,4/8/24 18:54,180,-76.126035,43.565504
1748,NY,Pultneyville,43.273724,-77.172363,4/9/24 0:13,4/8/24 17:51,4/8/24 18:20,4/8/24 18:24,4/8/24 18:53,210,-77.172363,43.273724
1749,NY,Radisson,43.182456,-76.299175,4/9/24 0:13,4/8/24 17:52,4/8/24 18:22,4/8/24 18:24,4/8/24 18:54,150,-76.299175,43.182456
1750,NY,Randolph,42.16229,-78.97969,4/9/24 0:13,4/8/24 17:47,4/8/24 18:18,4/8/24 18:21,4/8/24 18:51,150,-78.97969,42.16229
1751,NY,Ransomville,43.239624,-78.912863,4/9/24 0:13,4/8/24 17:48,4/8/24 18:18,4/8/24 18:22,4/8/24 18:51,180,-78.912863,43.239624
1752,NY,Rapids,43.097626,-78.644065,4/9/24 0:13,4/8/24 17:49,4/8/24 18:18,4/8/24 18:22,4/8/24 18:51,210,-78.644065,43.097626
1753,NY,Red Creek,43.247903,-76.722852,4/9/24 0:13,4/8/24 17:51,4/8/24 18:21,4/8/24 18:24,4/8/24 18:54,180,-76.722852,43.247903
1754,NY,Redford,44.606497,-73.808905,4/9/24 0:13,4/8/24 17:56,4/8/24 18:25,4/8/24 18:28,4/8/24 18:57,210,-73.808905,44.606497
1755,NY,Redwood,44.298188,-75.80788,4/9/24 0:13,4/8/24 17:53,4/8/24 18:22,4/8/24 18:26,4/8/24 18:55,180,-75.80788,44.298188
1756,NY,Westport,44.183105,-73.432645,4/9/24 0:13,4/8/24 17:56,4/8/24 18:26,4/8/24 18:28,4/8/24 18:57,150,-73.432645,44.183105
1757,NY,Rensselaer Falls,44.59077,-75.319795,4/9/24 0:13,4/8/24 17:54,4/8/24 18:23,4/8/24 18:26,4/8/24 18:55,180,-75.319795,44.59077
1758,NY,West Seneca,42.837777,-78.751233,4/9/24 0:13,4/8/24 17:48,4/8/24 18:18,4/8/24 18:22,4/8/24 18:51,210,-78.751233,42.837777
1759,NY,Retsof,42.832436,-77.875748,4/9/24 0:13,4/8/24 17:49,4/8/24 18:19,4/8/24 18:23,4/8/24 18:52,180,-77.875748,42.832436
1760,NY,Westvale,43.039939,-76.217567,4/9/24 0:13,4/8/24 17:52,4/8/24 18:22,4/8/24 18:24,4/8/24 18:54,90,-76.217567,43.039939
1761,NY,West Valley,42.402452,-78.606127,4/9/24 0:13,4/8/24 17:48,4/8/24 18:18,4/8/24 18:21,4/8/24 18:51,180,-78.606127,42.402452
1762,OH,Belle Center,40.509011,-83.745293,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,210,-83.745293,40.509011
1763,OH,Bellefontaine,40.362755,-83.763008,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:13,4/8/24 18:44,210,-83.763008,40.362755
1764,OH,Bellevue,41.274116,-82.839855,4/9/24 0:13,4/8/24 17:41,4/8/24 18:12,4/8/24 18:15,4/8/24 18:45,210,-82.839855,41.274116
1765,OH,Bellville,40.617729,-82.513147,4/9/24 0:13,4/8/24 17:41,4/8/24 18:12,4/8/24 18:15,4/8/24 18:46,150,-82.513147,40.617729
1766,OH,Belmore,41.154838,-83.941697,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:13,4/8/24 18:44,180,-83.941697,41.154838
1767,OH,Bentleyville,41.413327,-81.413446,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,210,-81.413446,41.413327
1768,OH,Benton Ridge,41.004318,-83.791964,4/9/24 0:13,4/8/24 17:40,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,210,-83.791964,41.004318
1769,OH,Berea,41.370548,-81.861757,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.861757,41.370548
1770,OH,Berlin Heights,41.322748,-82.487571,4/9/24 0:13,4/8/24 17:42,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,210,-82.487571,41.322748
1771,OH,Bettsville,41.244055,-83.233872,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-83.233872,41.244055
1772,OH,Beulah Beach,41.391876,-82.442947,4/9/24 0:13,4/8/24 17:42,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,210,-82.442947,41.391876
1773,OH,Birmingham,41.330189,-82.361651,4/9/24 0:13,4/8/24 17:42,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,210,-82.361651,41.330189
1774,OH,Bloomdale,41.171086,-83.553641,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:14,4/8/24 18:44,210,-83.553641,41.171086
1775,OH,Bloomingville,41.357618,-82.730884,4/9/24 0:13,4/8/24 17:41,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,210,-82.730884,41.357618
1776,OH,Bloomville,41.051373,-83.013668,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-83.013668,41.051373
1777,OH,Blue Jay,39.238473,-84.743972,4/9/24 0:13,4/8/24 17:36,4/8/24 18:09,4/8/24 18:09,4/8/24 18:42,30,-84.743972,39.238473
1778,OH,Bluffton,40.892048,-83.887793,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,210,-83.887793,40.892048
1779,OH,Bolindale,41.208846,-80.778433,4/9/24 0:13,4/8/24 17:44,4/8/24 18:15,4/8/24 18:17,4/8/24 18:48,90,-80.778433,41.208846
1780,OH,Boston Heights,41.252583,-81.507668,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,180,-81.507668,41.252583
1781,OH,Botkins,40.452357,-84.179203,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:13,4/8/24 18:43,210,-84.179203,40.452357
1782,OH,Bowling Green,41.377677,-83.649584,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:14,4/8/24 18:44,150,-83.649584,41.377677
1783,OH,Bradford,40.130055,-84.426892,4/9/24 0:13,4/8/24 17:38,4/8/24 18:08,4/8/24 18:12,4/8/24 18:43,210,-84.426892,40.130055
1784,OH,Bradner,41.323884,-83.436366,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:14,4/8/24 18:45,180,-83.436366,41.323884
1785,OH,Brady Lake,41.164796,-81.319067,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,150,-81.319067,41.164796
1786,OH,Brandt,39.902684,-84.090744,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:12,4/8/24 18:43,180,-84.090744,39.902684
1787,OH,Bratenahl,41.555037,-81.604957,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.604957,41.555037
1788,OH,Brecksville,41.307187,-81.619908,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.619908,41.307187
1789,OH,Brimfield,41.095496,-81.351145,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,150,-81.351145,41.095496
1790,OH,Broadview Heights,41.318156,-81.679262,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.679262,41.318156
1791,OH,Brookfield Center,41.238395,-80.554736,4/9/24 0:13,4/8/24 17:45,4/8/24 18:16,4/8/24 18:17,4/8/24 18:48,30,-80.554736,41.238395
1792,OH,Brooklyn,41.43474,-81.74918,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.74918,41.43474
1793,OH,Brooklyn Heights,41.419889,-81.665312,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.665312,41.419889
1794,OH,Brook Park,41.404309,-81.820342,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.820342,41.404309
1795,OH,Brookville,39.839533,-84.417347,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:12,4/8/24 18:43,180,-84.417347,39.839533
1796,OH,Broughton,41.08801,-84.534984,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:12,4/8/24 18:43,120,-84.534984,41.08801
1797,OH,Brunersburg,41.30748,-84.391932,4/9/24 0:13,4/8/24 17:39,4/8/24 18:11,4/8/24 18:12,4/8/24 18:43,60,-84.391932,41.30748
1798,OH,Brunswick,41.245799,-81.816582,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.816582,41.245799
1799,OH,Buckland,40.623433,-84.259995,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:13,4/8/24 18:43,210,-84.259995,40.623433
1800,OH,Bucyrus,40.805119,-82.971632,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-82.971632,40.805119
1801,OH,Burbank,40.986232,-81.99484,4/9/24 0:13,4/8/24 17:42,4/8/24 18:13,4/8/24 18:16,4/8/24 18:46,180,-81.99484,40.986232
1802,OH,Burgoon,41.267414,-83.250743,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-83.250743,41.267414
1803,OH,Burkettsville,40.352937,-84.642673,4/9/24 0:13,4/8/24 17:38,4/8/24 18:08,4/8/24 18:12,4/8/24 18:43,210,-84.642673,40.352937
1804,OH,Burton,41.468763,-81.149329,4/9/24 0:13,4/8/24 17:44,4/8/24 18:14,4/8/24 18:18,4/8/24 18:48,180,-81.149329,41.468763
1805,OH,Butler,40.590165,-82.420178,4/9/24 0:13,4/8/24 17:41,4/8/24 18:12,4/8/24 18:15,4/8/24 18:46,150,-82.420178,40.590165
1806,OH,Cairo,40.830753,-84.084489,4/9/24 0:13,4/8/24 17:39,4/8/24 18:09,4/8/24 18:13,4/8/24 18:44,210,-84.084489,40.830753
1807,OH,Caledonia,40.636429,-82.969513,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-82.969513,40.636429
1808,OH,Camden,39.636679,-84.644663,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:11,4/8/24 18:42,180,-84.644663,39.636679
1809,OH,Canal Fulton,40.892302,-81.58793,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:16,4/8/24 18:47,120,-81.58793,40.892302
1810,OH,Candlewood Lake,40.620876,-82.774093,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,180,-82.774093,40.620876
1811,OH,Ada,40.768144,-83.825192,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,210,-83.825192,40.768144
1812,OH,Akron,41.080456,-81.521429,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,150,-81.521429,41.080456
1813,OH,Alger,40.709796,-83.844035,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,210,-83.844035,40.709796
1814,OH,Amherst,41.405329,-82.231725,4/9/24 0:13,4/8/24 17:42,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,210,-82.231725,41.405329
1815,OH,Andover,41.606221,-80.568385,4/9/24 0:13,4/8/24 17:45,4/8/24 18:15,4/8/24 18:18,4/8/24 18:48,180,-80.568385,41.606221
1816,OH,Anna,40.395364,-84.175659,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:13,4/8/24 18:43,210,-84.175659,40.395364
1817,OH,Ansonia,40.213238,-84.63476,4/9/24 0:13,4/8/24 17:38,4/8/24 18:08,4/8/24 18:12,4/8/24 18:43,210,-84.63476,40.213238
1818,OH,Apple Creek,40.74887,-81.831736,4/9/24 0:13,4/8/24 17:42,4/8/24 18:14,4/8/24 18:15,4/8/24 18:46,90,-81.831736,40.74887
1819,OH,Apple Valley,40.438206,-82.34901,4/9/24 0:13,4/8/24 17:41,4/8/24 18:13,4/8/24 18:14,4/8/24 18:46,30,-82.34901,40.438206
1820,OH,Aquilla,41.546523,-81.173064,4/9/24 0:13,4/8/24 17:44,4/8/24 18:14,4/8/24 18:18,4/8/24 18:48,210,-81.173064,41.546523
1821,OH,Arcadia,41.107922,-83.514739,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:14,4/8/24 18:44,210,-83.514739,41.107922
1822,OH,Arcanum,39.992308,-84.554323,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:12,4/8/24 18:42,210,-84.554323,39.992308
1823,OH,Arlington,40.893708,-83.652938,4/9/24 0:13,4/8/24 17:40,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,210,-83.652938,40.893708
1824,OH,Ashland,40.867068,-82.315152,4/9/24 0:13,4/8/24 17:42,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,180,-82.315152,40.867068
1825,OH,Ashley,40.409806,-82.951653,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:14,4/8/24 18:45,150,-82.951653,40.409806
1826,OH,Ashtabula,41.879462,-80.798482,4/9/24 0:13,4/8/24 17:45,4/8/24 18:15,4/8/24 18:19,4/8/24 18:48,210,-80.798482,41.879462
1827,OH,Attica,41.063685,-82.887108,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-82.887108,41.063685
1828,OH,Atwater,41.028289,-81.157063,4/9/24 0:13,4/8/24 17:43,4/8/24 18:15,4/8/24 18:16,4/8/24 18:47,90,-81.157063,41.028289
1829,OH,Aurora,41.306796,-81.336465,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,180,-81.336465,41.306796
1830,OH,Austinburg,41.769168,-80.855605,4/9/24 0:13,4/8/24 17:45,4/8/24 18:15,4/8/24 18:18,4/8/24 18:48,210,-80.855605,41.769168
1831,OH,Avon,41.4451,-82.005109,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-82.005109,41.4451
1832,OH,Avon Lake,41.494504,-82.016075,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-82.016075,41.494504
1833,OH,Bailey Lakes,40.949571,-82.359265,4/9/24 0:13,4/8/24 17:42,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,210,-82.359265,40.949571
1834,OH,Bainbridge,41.384255,-81.348495,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,180,-81.348495,41.384255
1835,OH,Bairdstown,41.171184,-83.607289,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:14,4/8/24 18:44,210,-83.607289,41.171184
1836,OH,Ballville,41.323322,-83.134515,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-83.134515,41.323322
1837,OH,Barberton,41.006903,-81.60439,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:16,4/8/24 18:47,150,-81.60439,41.006903
1838,OH,Bascom,41.129043,-83.286925,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-83.286925,41.129043
1839,OH,Bass Lake,41.555836,-81.225906,4/9/24 0:13,4/8/24 17:44,4/8/24 18:14,4/8/24 18:18,4/8/24 18:48,210,-81.225906,41.555836
1840,OH,Bay View,41.469332,-82.824171,4/9/24 0:13,4/8/24 17:41,4/8/24 18:12,4/8/24 18:15,4/8/24 18:46,210,-82.824171,41.469332
1841,OH,Bay Village,41.487771,-81.928891,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.928891,41.487771
1842,OH,Beachwood,41.476264,-81.503232,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,210,-81.503232,41.476264
1843,OH,Beavercreek,39.733155,-84.059615,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:12,4/8/24 18:43,120,-84.059615,39.733155
1844,OH,Beaverdam,40.832487,-83.973383,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:13,4/8/24 18:44,210,-83.973383,40.832487
1845,OH,Bedford,41.392123,-81.53468,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.53468,41.392123
1846,OH,Bedford Heights,41.404084,-81.502334,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,210,-81.502334,41.404084
1847,OH,Bellbrook,39.6384,-84.085411,4/9/24 0:13,4/8/24 17:38,4/8/24 18:10,4/8/24 18:11,4/8/24 18:43,90,-84.085411,39.6384
1848,OH,Medina,41.134636,-81.869513,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:16,4/8/24 18:47,180,-81.869513,41.134636
1849,OH,Medway,39.883675,-84.013628,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:12,4/8/24 18:43,150,-84.013628,39.883675
1850,OH,Melmore,41.026155,-83.104977,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-83.104977,41.026155
1851,OH,Highland Hills,41.449692,-81.519098,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,210,-81.519098,41.449692
1852,OH,Melrose,41.088719,-84.420035,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:12,4/8/24 18:43,150,-84.420035,41.088719
1853,OH,Mendon,40.672717,-84.517854,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:12,4/8/24 18:43,210,-84.517854,40.672717
1854,OH,Mentor,41.690159,-81.33588,4/9/24 0:13,4/8/24 17:44,4/8/24 18:14,4/8/24 18:18,4/8/24 18:48,210,-81.33588,41.690159
1855,OH,Mentor-on-the-Lake,41.715129,-81.363467,4/9/24 0:13,4/8/24 17:44,4/8/24 18:14,4/8/24 18:18,4/8/24 18:48,210,-81.363467,41.715129
1856,OH,Hilliard,40.034719,-83.157788,4/9/24 0:13,4/8/24 17:40,4/8/24 18:12,4/8/24 18:12,4/8/24 18:44,30,-83.157788,40.034719
1857,OH,Miamisburg,39.630938,-84.270742,4/9/24 0:13,4/8/24 17:37,4/8/24 18:09,4/8/24 18:11,4/8/24 18:43,120,-84.270742,39.630938
1858,OH,Hilltop,41.16263,-80.740793,4/9/24 0:13,4/8/24 17:44,4/8/24 18:16,4/8/24 18:16,4/8/24 18:48,30,-80.740793,41.16263
1859,OH,Hiram,41.311453,-81.142868,4/9/24 0:13,4/8/24 17:44,4/8/24 18:14,4/8/24 18:17,4/8/24 18:48,180,-81.142868,41.311453
1860,OH,Middlebranch,40.896809,-81.332198,4/9/24 0:13,4/8/24 17:43,4/8/24 18:15,4/8/24 18:15,4/8/24 18:47,30,-81.332198,40.896809
1861,OH,Middleburg Heights,41.369937,-81.813537,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.813537,41.369937
1862,OH,Holgate,41.249289,-84.129246,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:13,4/8/24 18:44,150,-84.129246,41.249289
1863,OH,Middlefield,41.460504,-81.071201,4/9/24 0:13,4/8/24 17:44,4/8/24 18:14,4/8/24 18:18,4/8/24 18:48,180,-81.071201,41.460504
1864,OH,Rocky River,41.473072,-81.853825,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.853825,41.473072
1865,OH,Middle Point,40.855965,-84.446763,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:13,4/8/24 18:43,180,-84.446763,40.855965
1866,OH,Sterling,40.966244,-81.843942,4/9/24 0:13,4/8/24 17:42,4/8/24 18:13,4/8/24 18:16,4/8/24 18:47,150,-81.843942,40.966244
1867,OH,Newburgh Heights,41.45094,-81.662739,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.662739,41.45094
1868,OH,Holiday Lakes,41.095137,-82.732829,4/9/24 0:13,4/8/24 17:41,4/8/24 18:12,4/8/24 18:15,4/8/24 18:46,210,-82.732829,41.095137
1869,OH,Holiday Valley,39.853597,-83.962006,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:12,4/8/24 18:43,150,-83.962006,39.853597
1870,OH,Holland,41.619253,-83.708216,4/9/24 0:13,4/8/24 17:40,4/8/24 18:12,4/8/24 18:13,4/8/24 18:44,60,-83.708216,41.619253
1871,OH,Hollansburg,39.998493,-84.793009,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:12,4/8/24 18:42,210,-84.793009,39.998493
1872,OH,Holmesville,40.628595,-81.923345,4/9/24 0:13,4/8/24 17:42,4/8/24 18:14,4/8/24 18:14,4/8/24 18:46,30,-81.923345,40.628595
1873,OH,Howland Center,41.248326,-80.744378,4/9/24 0:13,4/8/24 17:44,4/8/24 18:15,4/8/24 18:17,4/8/24 18:48,90,-80.744378,41.248326
1874,OH,Hoytville,41.1904,-83.78491,4/9/24 0:13,4/8/24 17:40,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,180,-83.78491,41.1904
1875,OH,Huber Heights,39.858881,-84.112893,4/9/24 0:13,4/8/24 17:38,4/8/24 18:09,4/8/24 18:12,4/8/24 18:43,150,-84.112893,39.858881
1876,OH,Hudson,41.239213,-81.441611,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,180,-81.441611,41.239213
1877,OH,Hunter,39.493981,-84.285142,4/9/24 0:13,4/8/24 17:37,4/8/24 18:09,4/8/24 18:11,4/8/24 18:42,60,-84.285142,39.493981
1878,OH,Hunting Valley,41.484373,-81.412764,4/9/24 0:13,4/8/24 17:43,4/8/24 18:14,4/8/24 18:17,4/8/24 18:47,210,-81.412764,41.484373
1879,OH,Huntsville,40.442307,-83.804507,4/9/24 0:13,4/8/24 17:39,4/8/24 18:09,4/8/24 18:13,4/8/24 18:44,210,-83.804507,40.442307
1880,OH,Huron,41.397631,-82.562569,4/9/24 0:13,4/8/24 17:42,4/8/24 18:12,4/8/24 18:16,4/8/24 18:46,210,-82.562569,41.397631
1881,OH,Iberia,40.682269,-82.833402,4/9/24 0:13,4/8/24 17:41,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,180,-82.833402,40.682269
1882,OH,Independence,41.380013,-81.63329,4/9/24 0:13,4/8/24 17:43,4/8/24 18:13,4/8/24 18:17,4/8/24 18:47,210,-81.63329,41.380013
1883,OH,Ithaca,39.937737,-84.553332,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:12,4/8/24 18:42,210,-84.553332,39.937737
1884,OH,Jacksonburg,39.538385,-84.503315,4/9/24 0:13,4/8/24 17:37,4/8/24 18:08,4/8/24 18:11,4/8/24 18:42,120,-84.503315,39.538385
1885,OH,Jackson Center,40.439024,-84.040801,4/9/24 0:13,4/8/24 17:39,4/8/24 18:09,4/8/24 18:13,4/8/24 18:43,210,-84.040801,40.439024
1886,OH,Jefferson,41.738411,-80.768782,4/9/24 0:13,4/8/24 17:45,4/8/24 18:15,4/8/24 18:18,4/8/24 18:48,210,-80.768782,41.738411
1887,OH,Jenera,40.899536,-83.72705,4/9/24 0:13,4/8/24 17:40,4/8/24 18:10,4/8/24 18:14,4/8/24 18:44,210,-83.72705,40.899536
1888,OH,Jeromesville,40.803801,-82.196205,4/9/24 0:13,4/8/24 17:42,4/8/24 18:13,4/8/24 18:15,4/8/24 18:46,150,-82.196205,40.803801
1889,OH,Jerry City,41.253686,-83.602309,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:14,4/8/24 18:44,180,-83.602309,41.253686
1890,OH,Kalida,40.986229,-84.194168,4/9/24 0:13,4/8/24 17:39,4/8/24 18:10,4/8/24 18:13,4/8/24 18:44,180,-84.194168,40.986229
1891,OH,Kansas,41.24515,-83.283916,4/9/24 0:13,4/8/24 17:40,4/8/24 18:11,4/8/24 18:15,4/8/24 18:45,210,-83.283916,41.24515
